gene_id	gene_name	Control_R1	Control_R2	Control_R3	VSOP_R1	VSOP_R2	VSOP_R3
ENSG00000133104.14	SPART	3842.999	4904	3629	4774.999	4541	4729
ENSG00000133105.8	RXFP2	0	0	0	0	0	0
ENSG00000133106.14	EPSTI1	142.999	201	150	114	219.001	191
ENSG00000133107.14	TRPC4	0	0	1	0	0	0
ENSG00000133110.15	POSTN	0	0	0	0	0	0
ENSG00000133111.3	RFXAP	196	276	226	223	210	288
ENSG00000133112.16	TPT1	50570.372	68623.832	47758.887	47279.489	47840.343	48638.081
ENSG00000133114.18	GPALPP1	984.001	1198	1031.001	1170	974.001	1159.999
ENSG00000133115.12	STOML3	0	0	0	0	0	0
ENSG00000133116.8	KL	16	3	18	38	16	40
ENSG00000133119.13	RFC3	297	341	371	316	306	393
ENSG00000133121.21	STARD13	63	95	60	220	121	262
ENSG00000133124.11	IRS4	0	0	0	0	0	0
ENSG00000133131.15	MORC4	26	35	25	23	32	21
ENSG00000133134.11	BEX2	0	5	2	4	11.267	2
ENSG00000133135.14	RNF128	56	47	10	87	97	5
ENSG00000133136.4	GNG5P2	1.229	3.879	3.858	0	1.214	0
ENSG00000133138.20	TBC1D8B	47	32	46	50	37	48.001
ENSG00000133142.17	TCEAL4	974.001	961.001	890	1190.002	951	1180.001
ENSG00000133169.6	BEX1	17	5	13	19	4.733	13
ENSG00000133193.12	FAM104A	2172.999	2293	2220	2166	2035	2467.001
ENSG00000133195.11	SLC39A11	3245.999	3252	2844.999	5116	3794.999	4694.001
ENSG00000133216.16	EPHB2	1343.001	979	903	1241	782	1150
ENSG00000133226.17	SRRM1	5739.055	6326.491	5931.697	5907.454	5179.508	6317.215
ENSG00000133243.10	BTBD2	1545.071	1635.999	1642.513	1753.001	1542.186	1852.349
ENSG00000133246.12	PRAM1	5997.001	6256	6895.999	7955	4965.999	8302.001
ENSG00000133247.14	KMT5C	308	489.052	375.001	489.001	395	525
ENSG00000133250.14	ZNF414	535.001	607	508	653.001	530	688.001
ENSG00000133256.12	PDE6B	98	57	62	120	64	75
ENSG00000133265.11	HSPBP1	2037.999	1746	1828	2189.998	1844.999	2249
ENSG00000133275.16	CSNK1G2	5207	5270	4858.999	5489.999	4611.001	4971.999
ENSG00000133302.13	SLF1	336	385	432	323	308	420
ENSG00000133313.15	CNDP2	6662.999	7649.001	8480.999	8128.999	7189.001	10248.002
ENSG00000133315.11	MACROD1	47	66	46	56.999	52.999	42
ENSG00000133316.15	WDR74	1536.003	1404	1619.001	1819	1489.007	1853.003
ENSG00000133317.14	LGALS12	20	22	69	10	16	57
ENSG00000133318.14	RTN3	17950.225	18734.949	17101.343	18796.808	16038.72	18385.255
ENSG00000133321.11	PLAAT4	9	17	10	4	15	10
ENSG00000133328.4	PLAAT2	0	0	0	0	0	0
ENSG00000133392.18	MYH11	31.032	77.096	63.073	44.053	59.069	48.045
ENSG00000133393.13	FOPNL	2690.999	2531.999	2109	3164.999	2819	2774
ENSG00000133398.4	MED10	1207	1302	1201.001	1271	1194	1330.001
ENSG00000133401.16	PDZD2	4	5	1	2	3	1
ENSG00000133422.13	MORC2	3090.999	3124.001	3050.001	3043	2731	3043.999
ENSG00000133424.20	LARGE1	49	58	17	76.001	45	23
ENSG00000133433.10	GSTT2B	42	71.686	24.111	45	49.821	36.61
ENSG00000133454.15	MYO18B	2	7	5	1	4	2
ENSG00000133460.19	SLC2A11	142.998	155.673	169	200.999	139	191.999
ENSG00000133466.14	C1QTNF6	23	85	28	31	60	25
ENSG00000133475.17	GGT2	2.369	59.36	11.901	5.155	60.505	13.237
ENSG00000133477.17	FAM83F	5	9	2	2	1	1
ENSG00000133488.15	SEC14L4	0	0	1	0	0	0
ENSG00000133519.12	ZDHHC8P1	0	0	0	0	0	0
ENSG00000133561.15	GIMAP6	375	470.999	601.999	311.001	406.999	747
ENSG00000133574.10	GIMAP4	1025	2069	598	1001	1820	669
ENSG00000133597.11	ADCK2	1230	1323	1540	1446	1208	1629
ENSG00000133606.11	MKRN1	5574.997	6484.459	5604.999	5870.996	5451.936	5844.997
ENSG00000133612.19	AGAP3	10539	12374	9771.002	14938.002	10708.002	13038.002
ENSG00000133619.17	KRBA1	287	329	259	391	315	344.999
ENSG00000133624.13	ZNF767P	507.438	775.443	735.017	911.878	608.915	915.312
ENSG00000133627.18	ACTR3B	207.786	266.993	229.765	257.68	233.266	250.045
ENSG00000133636.11	NTS	0	0	0	0	0	0
ENSG00000133639.6	BTG1	4733.986	6545.001	4257.995	4340.999	4664	4245
ENSG00000133640.20	LRRIQ1	0	0	0	0	0	0
ENSG00000133641.18	C12orf29	324	380	368	332	325	415
ENSG00000133657.15	ATP13A3	53926.432	69737.339	50555.84	56980.037	64644.57	55436.676
ENSG00000133661.16	SFTPD	22	31	28	13	23	17
ENSG00000133665.13	DYDC2	0	0	0	0	0	0
ENSG00000133678.14	TMEM254	561	561.999	701.999	592	503.999	804.999
ENSG00000133687.16	TMTC1	134	43	735	165	34	766.999
ENSG00000133703.12	KRAS	3960	4175	4313	3568	3533	4529
ENSG00000133704.10	IPO8	6921.001	7318	7886	6416	5854	7881.999
ENSG00000133706.18	LARS1	7776.001	7069.999	8206.999	7702.001	6626.999	9444.999
ENSG00000133710.15	SPINK5	0	0	0	0	0	0
ENSG00000133731.10	IMPA1	1413.999	1567.999	1485.001	1359.999	1376	1606
ENSG00000133739.16	LRRCC1	55	107	85	68	94	119
ENSG00000133740.11	E2F5	9	9	12	8	7	7
ENSG00000133742.13	CA1	1	0	0	0	1	0
ENSG00000133773.12	CCDC59	1176.913	1523.949	1188.999	1339.9	1247.999	1390.95
ENSG00000133789.15	SWAP70	6035.187	7437.334	7823	5904.204	6411.804	8657
ENSG00000133794.18	ARNTL	1794.001	2184.999	2181	1864.999	1673.001	2203.999
ENSG00000133800.9	LYVE1	0	0	0	0	0	0
ENSG00000133805.15	AMPD3	6296	9841.001	6367	8239	8752.002	7613.999
ENSG00000133812.15	SBF2	3542.018	4317.984	4069.984	3556.103	3420.614	4300.291
ENSG00000133816.15	MICAL2	7554.999	11702.999	7097.002	8134.002	10664.999	7316.999
ENSG00000133818.14	RRAS2	16	51	11	16	36.999	2
ENSG00000133835.16	HSD17B4	9095.99900000001	11242.999	9120	12118.999	10009.001	12540.001
ENSG00000133858.16	ZFC3H1	4022	4797.001	3988.999	4503.999	3826.998	4118.999
ENSG00000133863.8	TEX15	0	0	0	0	0	0
ENSG00000133872.14	SARAF	13685.001	14638.999	14288.999	13751	11716	14895.999
ENSG00000133874.2	RNF122	443	555	606	413	543	529
ENSG00000133878.9	DUSP26	0	0	0	0	0	0
ENSG00000133884.10	DPF2	2481.001	2982.994	2523.999	3086.984	2614.999	3066.999
ENSG00000133895.15	MEN1	1702.001	1971.999	1722.999	2099	1833	2065.999
ENSG00000133935.7	ERG28	165	166	149	164	185	175
ENSG00000133937.4	GSC	0	0	0	0	0	1
ENSG00000133943.20	DGLUCY	1383.001	1502	1359.997	1792.001	1400.001	1599
ENSG00000133958.13	UNC79	16	6	13	16	6	10
ENSG00000133961.20	NUMB	15021.125	17276.816	12350.321	16616.797	16158.535	13058.514
ENSG00000133962.8	CATSPERB	0	0	0	0	3	0
ENSG00000133980.5	VRTN	0	2	0	0	0	0
ENSG00000133983.16	COX16	1656.594	1691.109	1610.185	1625.862	1490.546	1743.019
ENSG00000133985.3	TTC9	103	239	112	176	284	167
ENSG00000133997.11	MED6	1121.795	1244.707	1134.953	1291.971	1179.017	1229.904
ENSG00000134001.14	EIF2S1	6123	6109	5966	6100.001	5784	6785.999
ENSG00000134007.5	ADAM20	3	1	2	2	1	2
ENSG00000134013.16	LOXL2	639.592	1294.918	295.376	695.762	707.237	254.001
ENSG00000134014.17	ELP3	2014	2025	2086.001	2103.999	1837.996	2248
ENSG00000134020.8	PEBP4	1	1	0	2	0	0
ENSG00000134028.14	ADAMDEC1	10243.999	14565.001	16323	15247	14676	26460
ENSG00000134030.14	CTIF	1083.999	1303.999	1187.001	1135.999	1134	1330
ENSG00000134042.13	MRO	0	0	3	2	1	0
ENSG00000134046.12	MBD2	10705.999	10584	9815	10209.001	8877	9434
ENSG00000134049.6	IER3IP1	2247.306	2368	2198	2329.108	2136.401	2428
ENSG00000134056.12	MRPS36	1409.999	1613.999	1264.001	1448	1368.999	1350
ENSG00000134057.15	CCNB1	122	80.001	65	142	60	67
ENSG00000134058.12	CDK7	912.934	964.984	843.999	966.947	928	960.983
ENSG00000134061.5	CD180	730	2558	1609	741	2489	1452
ENSG00000134070.5	IRAK2	543	901	823	882	947	1015
ENSG00000134072.11	CAMK1	22445.999	21100.999	26877	16071	15011	20715.001
ENSG00000134077.16	THUMPD3	2692	2981	2411	2962	2606	2653
ENSG00000134086.7	VHL	3043	3549	3665	3106	2926.001	3754
ENSG00000134107.5	BHLHE40	16571.999	22469.999	15746.001	20111	20342	16862.001
ENSG00000134108.13	ARL8B	13471	15972	12295.955	15245.996	14796.992	15140.999
ENSG00000134109.11	EDEM1	15003	16571	14075.001	14132.999	13583.001	14016
ENSG00000134115.13	CNTN6	3	0	1	0	0	0
ENSG00000134121.10	CHL1	1	2	0	0	0	1
ENSG00000134138.20	MEIS2	2	3	0	3	0	6
ENSG00000134146.12	DPH6	339	366.999	450	410	378.999	501.999
ENSG00000134152.11	KATNBL1	1335.422	1260.04	1272.917	1364.373	1131.999	1306.001
ENSG00000134153.10	EMC7	3914	4304	3800	4193	4014.999	4403
ENSG00000134160.13	TRPM1	1	1	2	3	0	2
ENSG00000134183.12	GNAT2	2	12	4	3	4	6
ENSG00000134184.13	GSTM1	370.387	157.642	11.088	481.989	140.128	2.545
ENSG00000134186.12	PRPF38B	5015.999	5473.001	5698.001	5374.999	4945.001	6165.999
ENSG00000134193.15	REG4	0	0	0	0	0	0
ENSG00000134198.10	TSPAN2	7	28	11	11	20	9
ENSG00000134200.4	TSHB	0	0	0	0	0	0
ENSG00000134201.12	GSTM5	3.055	3.01	2.059	2.028	0	1.046
ENSG00000134202.11	GSTM3	533	135	229	626.001	114	266
ENSG00000134207.16	SYT6	41	72	24	46	48	38
ENSG00000134215.16	VAV3	2431.001	2990.002	2377.999	2230	2685.999	2519
ENSG00000134216.19	CHIA	1	0	0	0	0	0
ENSG00000134222.16	PSRC1	55	54	110	49	39	94
ENSG00000134240.12	HMGCS2	0	1	0	0	0	0
ENSG00000134242.16	PTPN22	2727	2467.999	2645	2277	2220	2804
ENSG00000134243.12	SORT1	27905	27972.999	25919	28267.999	24674.999	27439
ENSG00000134245.18	WNT2B	69	94	79	94	63	74
ENSG00000134247.10	PTGFRN	6778	7405	7903	4393	4646	6584
ENSG00000134248.13	LAMTOR5	3277.999	3865	3395.999	3688.999	3679	4035.001
ENSG00000134249.7	ADAM30	0	0	0	0	1	0
ENSG00000134250.20	NOTCH2	21399.943	28448.01	19359.523	21148.445	22463.245	21334.798
ENSG00000134253.10	TRIM45	11.003	13.003	9	7	6	11.005
ENSG00000134255.14	CEPT1	2776.999	3383	3340.999	2599	2752.001	3465
ENSG00000134256.12	CD101	2568	4635.999	7435	1594	3320	5261
ENSG00000134258.17	VTCN1	0	0	0	0	0	0
ENSG00000134259.4	NGF	1	0	0	0	1	0
ENSG00000134262.13	AP4B1	1538.999	1701	1715	1814	1566	1727.001
ENSG00000134265.13	NAPG	1825.001	2055.999	1782.999	1930	1973.001	2030.999
ENSG00000134278.15	SPIRE1	1790.999	2364.001	1434.001	2477	2202.001	2233
ENSG00000134283.18	PPHLN1	2838.002	3137.002	3410.999	3033.001	2837.987	3643
ENSG00000134285.11	FKBP11	289	345	296	413	280.001	379.999
ENSG00000134287.10	ARF3	13369.263	14843.941	13670.33	13074.072	12865.321	13773.228
ENSG00000134291.12	TMEM106C	163	218.001	160.001	192.001	250.001	210
ENSG00000134294.14	SLC38A2	15503.001	18354	12835.001	14826	15218	11819.998
ENSG00000134297.6	PLEKHA8P1	101.449	125.758	110.735	126.756	111.123	117.119
ENSG00000134308.14	YWHAQ	12372	13351	11194	13445	13865	11686
ENSG00000134313.15	KIDINS220	9175	9771.002	9358.001	8790	8149	10135.001
ENSG00000134317.18	GRHL1	33	100	26	41	99	36
ENSG00000134318.14	ROCK2	3818.001	4008	3479.999	3654	3311	3606.999
ENSG00000134321.12	RSAD2	270	244	62	523	416	87
ENSG00000134323.12	MYCN	1	0	0	0	0	0
ENSG00000134324.11	LPIN1	1827	2290.999	2168	2053	1992	2401
ENSG00000134326.11	CMPK2	182	265.999	68	849.001	716.999	253
ENSG00000134330.19	IAH1	1297.998	1709	1459.001	1352	1486.001	1606
ENSG00000134333.14	LDHA	14576.192	15958.528	20899.804	11945.678	12148.438	18855.566
ENSG00000134339.8	SAA2	0	0	0	1	0	0
ENSG00000134343.14	ANO3	0	0	0	1	0	0
ENSG00000134352.20	IL6ST	10560.706	11031.556	10380.03	9093.768	8522.757	10209.757
ENSG00000134363.12	FST	11	15	10	6	4	3
ENSG00000134365.13	CFHR4	0	0	0	0	0	0
ENSG00000134369.15	NAV1	1436.999	1779	2033	1261.999	1408.001	1939
ENSG00000134371.13	CDC73	3466.001	3783	3307	3322.001	3281	3557
ENSG00000134375.11	TIMM17A	4153.112	4135.999	4024	4211	4026.066	4499.152
ENSG00000134376.16	CRB1	8	5	4	2	3	2
ENSG00000134389.10	CFHR5	0	0	0	0	0	0
ENSG00000134398.15	AC008870.1	0	0	0	0	0	0
ENSG00000134419.15	RPS15A	6610.397	7340.044	6747.019	6996.189	6328.677	8043.265
ENSG00000134438.10	RAX	0	0	0	0	0	0
ENSG00000134440.12	NARS1	15353	16988.999	16130	16518.999	15528	19065
ENSG00000134443.10	GRP	0	0	0	0	0	0
ENSG00000134444.14	RELCH	2245.999	2487.999	2437	2338.999	2051.001	2631.999
ENSG00000134452.19	FBH1	3014.001	3611.998	2658.998	3429.998	3155.001	3040
ENSG00000134453.16	RBM17	3625.997	3768.001	3636	4457.998	3700.996	4202
ENSG00000134460.18	IL2RA	91	192	157	109	183	204
ENSG00000134461.16	ANKRD16	136	135.001	124	178	120.001	187
ENSG00000134463.15	ECHDC3	344	271	250.001	408	292.001	389
ENSG00000134470.21	IL15RA	57	145.999	94	81.001	146.999	134
ENSG00000134480.15	CCNH	1279.001	1446.002	1297	1385	1312	1390.001
ENSG00000134489.7	HRH4	1	0	2	1	2	1
ENSG00000134490.14	TMEM241	135	158.001	147	212	198	182.001
ENSG00000134504.14	KCTD1	125	135	150	144	121	135
ENSG00000134508.12	CABLES1	13	5	7	28	11	45
ENSG00000134516.17	DOCK2	18909.999	18763.001	21080.999	17507	15321.002	20631
ENSG00000134531.10	EMP1	29406	35408	18774	39797.001	36405	28233
ENSG00000134532.18	SOX5	45.001	59	59	47	76.001	51
ENSG00000134533.6	RERG	1	0	2	0	0	0
ENSG00000134538.3	SLCO1B1	0	2	2	0	0	0
ENSG00000134539.17	KLRD1	7	15	1	6	8	4
ENSG00000134545.13	KLRC1	0	0	0	0	0	0
ENSG00000134548.11	SPX	0	0	0	0	0	0
ENSG00000134551.13	PRH2	0	1.732	4.028	0	4.221	0
ENSG00000134569.10	LRP4	28	43	30	27	33	32
ENSG00000134571.11	MYBPC3	454	724	600	621	503	742
ENSG00000134574.11	DDB2	1750	2812.999	1611.001	2308	2309.998	1754
ENSG00000134575.13	ACP2	3246.999	3327.001	2740.999	5913.998	3974.998	4340.999
ENSG00000134588.12	USP26	0	1	1	0	0	0
ENSG00000134590.14	RTL8C	2058.603	2135.465	1970.81	2178.679	1820.393	2027.59
ENSG00000134594.5	RAB33A	6	25	16	9	6	15
ENSG00000134595.8	SOX3	0	0	0	0	0	0
ENSG00000134597.16	RBMX2	818	848.974	760.998	785.997	761.001	882.999
ENSG00000134602.16	STK26	633	964	772	573	834	833
ENSG00000134612.12	FOLH1B	0	0	0	0	0	0
ENSG00000134627.12	PIWIL4	204.298	300.755	184.116	241.505	259.615	225.926
ENSG00000134640.2	MTNR1B	0	0	0	0	0	0
ENSG00000134644.15	PUM1	6092.999	6635	6095.999	6077.999	5599	6336.001
ENSG00000134668.12	SPOCD1	3072	2305	1538	5264	3282.001	2067
ENSG00000134684.10	YARS1	6173	6499.001	5760.999	7665	6522.001	7531.999
ENSG00000134686.18	PHC2	7600	6710	7132.001	7334.001	5706.999	7214.999
ENSG00000134690.11	CDCA8	120	154	133	124	130	140
ENSG00000134697.13	GNL2	3954	4529	3935	4036	3829	4289.999
ENSG00000134698.11	AGO4	3207	3630	3599.001	3314	3007	3993.999
ENSG00000134709.12	HOOK1	10	5	4	5	2	4
ENSG00000134716.11	CYP2J2	0	0	0	2	3	1
ENSG00000134717.18	BTF3L4	3374.469	3459.562	3558.927	3261.79	2997.784	4015.41
ENSG00000134744.14	TUT4	1822.198	1931.423	1768.219	1874	1574.002	1976.142
ENSG00000134748.13	PRPF38A	2800.997	2665.981	2723.999	2955.988	2524.001	2936
ENSG00000134755.17	DSC2	3217.995	3078	3389	3248	2274	3575.991
ENSG00000134757.5	DSG3	0	0	0	0	0	0
ENSG00000134758.14	RNF138	1133	1192.987	1472.997	1168	1194.001	1644.001
ENSG00000134759.14	ELP2	2579.998	2964	2372.999	2684.998	2540	2617.999
ENSG00000134760.6	DSG1	0	0	0	0	0	0
ENSG00000134762.17	DSC3	2.005	0	1	0	1	1.009
ENSG00000134765.9	DSC1	0.971	0	0	0	0	0
ENSG00000134769.21	DTNA	872.999	591	777.001	897.002	489.999	599.999
ENSG00000134775.15	FHOD3	0	0	0	0	0	0
ENSG00000134779.15	TPGS2	1091	1050.001	1339.999	1101	1050.001	1486.001
ENSG00000134780.10	DAGLA	9021	10883	6902	11517	10304	7240
ENSG00000134802.17	SLC43A3	19436.602	21749.129	18199.754	25133.251	23312.387	23090.967
ENSG00000134809.9	TIMM10	1789	1457	1827	1967	1299	2136
ENSG00000134812.8	CBLIF	0	0	0	0	0	0
ENSG00000134815.19	DHX34	3188	4194	3190.999	4532	3941	4083.999
ENSG00000134817.10	APLNR	0	0	3	0	0	0
ENSG00000134824.14	FADS2	604.999	2237.001	537	623.999	1982	592
ENSG00000134825.16	TMEM258	2348.999	2650.001	2041	2401	2277	2525.001
ENSG00000134827.8	TCN1	7	0	11	2	0	4
ENSG00000134830.6	C5AR2	1518	2067	1373	1865	1915	2117
ENSG00000134851.13	TMEM165	6521	6484.001	7001	7211	6012	7670.001
ENSG00000134852.15	CLOCK	2795.998	2880.001	2565	2533	2407	2565
ENSG00000134853.12	PDGFRA	8	39	19	12	17.544	8
ENSG00000134864.10	GGACT	167	150.988	182	126	130	193
ENSG00000134871.19	COL4A2	55.001	198	30	261.001	344.999	180
ENSG00000134873.10	CLDN10	2	2	1	1	3	0
ENSG00000134874.17	DZIP1	3	2	1	0	1	5
ENSG00000134882.16	UBAC2	3690.999	3904.999	3959.001	3816	3323	4093.001
ENSG00000134884.15	ARGLU1	4976	6724	5972	6052	5350	6098
ENSG00000134897.14	BIVM	151	187.001	250.068	190.999	134.119	314.995
ENSG00000134899.21	ERCC5	3639.001	3934.999	4119.72	3694.001	3199.88	4309
ENSG00000134900.12	TPP2	5263.001	6234	5754.999	5444	5322	5848.999
ENSG00000134901.13	POGLUT2	5	3	5	8	10	15
ENSG00000134905.17	CARS2	1989.002	2245	2146.001	2677.001	2074.001	2579
ENSG00000134909.18	ARHGAP32	478.999	519	491	395	415	503
ENSG00000134910.14	STT3A	8160	9433.998	8607.002	8931	8619	9536.917
ENSG00000134917.10	ADAMTS8	140	118	29	318	206	34
ENSG00000134940.14	ACRV1	0	0	0	0	1	0
ENSG00000134954.14	ETS1	868	1041.999	665.999	803.001	993	581
ENSG00000134955.11	SLC37A2	16044.999	18996.001	16047	18354.997	16889.998	18148
ENSG00000134962.7	KLB	0	0	0	0	1	1
ENSG00000134970.14	TMED7	5844.522	6021.469	5783.592	5916.187	5198.744	6416.025
ENSG00000134982.17	APC	4012.999	4529	3828.001	3651	3728	3974
ENSG00000134986.14	NREP	157.999	162	108	166	178	128
ENSG00000134987.11	WDR36	3683.001	3420	3641	3695	3280	3976
ENSG00000134996.12	OSTF1	7225	8076	7287	6723	7116	7602.994
ENSG00000135002.12	RFK	1848	1496	1712.847	1827.001	1335	1844
ENSG00000135018.14	UBQLN1	12840	14185.999	13121	13474	12813.001	14920.001
ENSG00000135040.16	NAA35	1360	1390	1366	1574	1266	1504.999
ENSG00000135045.7	C9orf40	230	313	391	283	242	440
ENSG00000135046.14	ANXA1	19747	21638.999	15804.001	25264.999	20532.002	21304.001
ENSG00000135047.15	CTSL	21868.999	31105	13155.001	55362	55240	50258
ENSG00000135048.14	CEMIP2	3682	4509.001	3443.999	3825.001	3959.001	4301.001
ENSG00000135049.15	AGTPBP1	2325.001	2125.001	2705	2112	1799	3062.999
ENSG00000135052.16	GOLM1	604	494	619	557	397	622.001
ENSG00000135063.19	FAM189A2	8	9	12.999	5	6	7.999
ENSG00000135069.14	PSAT1	96	85	39	156	114	65
ENSG00000135070.15	ISCA1	1125	977.947	997.761	1066.629	954.069	1132.579
ENSG00000135074.15	ADAM19	540	1047	1709	346	1007	1103
ENSG00000135077.9	HAVCR2	1216	1608.001	1933	1551	1668	2535
ENSG00000135083.15	CCNJL	5	3	1	1	1	0
ENSG00000135090.14	TAOK3	11794.999	11592	11201.999	10755.999	9820.003	11677
ENSG00000135093.13	USP30	492	485	397	527.999	389	439.001
ENSG00000135094.11	SDS	48	182	56	96	168	119
ENSG00000135097.7	MSI1	0	1	0	0	0	1
ENSG00000135100.17	HNF1A	2	0	1	0	0	3
ENSG00000135108.14	FBXO21	1147.999	1019.999	1208	1049.001	914	1108.999
ENSG00000135111.16	TBX3	25	5	4	24	4	2
ENSG00000135114.12	OASL	61	57	68	65	57	56
ENSG00000135116.9	HRK	11	40	11	13	45	10
ENSG00000135119.14	RNFT2	11	17	21	23	20.001	23
ENSG00000135124.14	P2RX4	2395	3627	3239.001	3696.001	3788.001	4728.002
ENSG00000135127.11	BICDL1	46	119	18	60	81	28
ENSG00000135144.7	DTX1	4	15	3	14	6	9
ENSG00000135148.12	TRAFD1	4042.999	5080	4192.999	4212.001	4220.001	4207.001
ENSG00000135164.18	DMTF1	2274.003	2608.001	2326.002	2606	2197.999	2456.998
ENSG00000135175.5	OCM2	0	0	0	0	0	0
ENSG00000135185.12	TMEM243	1647.001	1880	1873	1687.001	1526	1919
ENSG00000135205.15	CCDC146	169	249.826	165.824	219.971	190.253	173
ENSG00000135211.6	TMEM60	719	983	769	771	846	808
ENSG00000135218.19	CD36	12763.001	17121.999	21264.001	9146.001	14424.001	18549
ENSG00000135220.11	UGT2A3	0	0	0	0	0	0
ENSG00000135222.6	CSN2	0	0	1	0	0	0
ENSG00000135226.18	UGT2B28	0	0	0	0	0	0
ENSG00000135241.17	PNPLA8	3252	3537.01	3152	3170	3081.001	3380.001
ENSG00000135245.10	HILPDA	165.001	247	137.998	192.002	166.001	133
ENSG00000135248.15	FAM71F1	0	2	0	0	0	0
ENSG00000135249.8	RINT1	1089	1166.001	1115	1137	1185	1221.999
ENSG00000135250.17	SRPK2	1718.995	1714.999	1838.995	1951.999	1618.999	2292
ENSG00000135253.14	KCP	170.43	171.132	27.999	2330.413	873.23	460.178
ENSG00000135269.18	TES	1789.001	2604.001	2303	1454.999	1938	2038
ENSG00000135272.10	MDFIC	7305	9120	6534	6927	7208	7053
ENSG00000135297.15	MTO1	1539.032	1760.467	1459.056	1540.091	1540.355	1668.052
ENSG00000135298.14	ADGRB3	0	1	1	1	0	1
ENSG00000135299.17	ANKRD6	112.001	119.999	100.999	114.001	121.998	156
ENSG00000135312.6	HTR1B	0	0	0	0	0	0
ENSG00000135314.12	KHDC1	0	1	0	0	2	3
ENSG00000135315.12	CEP162	381	468	389	425	412	494
ENSG00000135316.18	SYNCRIP	14026.279	12459.898	14168.495	14199.736	12134.135	16017.349
ENSG00000135317.13	SNX14	4030.921	4644.128	4398.236	4177.393	3973.097	4504.234
ENSG00000135318.12	NT5E	145	103	49	333	272.999	64
ENSG00000135324.6	MRAP2	3	2	1	2	0	0
ENSG00000135333.14	EPHA7	1	1	3	0	0	0
ENSG00000135334.9	AKIRIN2	3285	3544	3120	3745	3474	3997
ENSG00000135336.14	ORC3	796	1023.999	787	792.999	832.001	880
ENSG00000135338.14	LCA5	3	10	5	5	8	5
ENSG00000135341.18	MAP3K7	3140	3417	3115.001	3324	3053	3493
ENSG00000135346.8	CGA	0	0	0	0	0	0
ENSG00000135355.4	GJA10	0	0	0	0	0	0
ENSG00000135362.14	PRR5L	25	30	64	21	28	92
ENSG00000135363.12	LMO2	3182	3149.001	5225	2380	2534	4269
ENSG00000135365.15	PHF21A	2232.999	2728	2562	2185.001	2017.999	2546.001
ENSG00000135372.9	NAT10	3704.999	3516.999	3995	3840	3320	4301
ENSG00000135373.12	EHF	70	155	63	87	171	93
ENSG00000135374.10	ELF5	0	0	1	0	0	2
ENSG00000135378.4	PRRG4	273	509	391	214	360	354
ENSG00000135387.21	CAPRIN1	14147	14121	14585.999	14421	13016	16093
ENSG00000135390.20	ATP5MC2	6613	6908.999	6757.999	6895.044	6078.999	7385.694
ENSG00000135392.16	DNAJC14	3426.222	3686.346	3078.777	3638.89	3287.174	3516.484
ENSG00000135404.11	CD63	73906	93018.001	61990	98993	90445.002	85462
ENSG00000135406.14	PRPH	1	1	0	0	0	2
ENSG00000135407.10	AVIL	154	242.999	219	188.999	191.999	228
ENSG00000135409.11	AMHR2	0	0	0	2	0	0
ENSG00000135413.9	LACRT	0	0	0	0	0	0
ENSG00000135414.10	GDF11	0	6	3	3	2	3
ENSG00000135423.13	GLS2	0	0	0	0	0	0
ENSG00000135424.17	ITGA7	243	533.999	158.001	456.998	630.002	225
ENSG00000135426.16	TESPA1	20	34	62	23	49.001	60.999
ENSG00000135436.8	FAM186B	12	28	7	14	28	7
ENSG00000135437.9	RDH5	80.733	104.494	97.542	119.837	125.707	115.612
ENSG00000135439.11	AGAP2	302	385	315.017	369	445	405
ENSG00000135441.7	BLOC1S1	3317.38	3749.569	3110.504	3873.506	3649.61	3918.961
ENSG00000135443.8	KRT85	0	0	0	0	0	0
ENSG00000135446.17	CDK4	1754	1904	1733	2907.001	2366.001	2976.999
ENSG00000135447.17	PPP1R1A	1	0	0	0	0	0
ENSG00000135451.13	TROAP	5	3	5	4	7	12
ENSG00000135452.10	TSPAN31	909	546	1232	1091	716	1402
ENSG00000135454.14	B4GALNT1	0	4	6	8	4	4
ENSG00000135457.10	TFCP2	4041	4873.001	4520	4063.999	4201	4592.999
ENSG00000135469.13	COQ10A	168	163.002	121.001	252	193.999	153
ENSG00000135472.9	FAIM2	437	1566	1508	374	1187	1132
ENSG00000135473.15	PAN2	2518	3547.999	3402	3073	2527.999	3367
ENSG00000135476.12	ESPL1	901.999	1953	695	1173.001	1716.001	740.999
ENSG00000135477.11	KRT87P	0	0	0	0	0	0
ENSG00000135480.16	KRT7	18	45	46	29.999	49	35
ENSG00000135482.7	ZC3H10	1240	1436	1192.151	1314	1205.001	1302
ENSG00000135486.17	HNRNPA1	41380.435	42687.838	42376.487	43511.133	38823.959	47151.582
ENSG00000135502.18	SLC26A10	0	0	0	0	0	0
ENSG00000135503.13	ACVR1B	5939.999	6003.999	6169.999	5843.001	5129.999	6407
ENSG00000135506.16	OS9	29397.001	31933.001	30923.001	32164.001	28239.999	33731.001
ENSG00000135517.9	MIP	3.265	2	0	0	1.473	0
ENSG00000135519.8	KCNH3	209	330	268	132	146	147
ENSG00000135521.9	LTV1	3159	2971.402	3165.841	3409	2896.758	3675
ENSG00000135525.18	MAP7	379	448.999	191.999	636	597	320
ENSG00000135535.17	CD164	25266.001	23805	22957	30116.999	24241	29755.001
